Verkehrstage;Starthafen;Abfahrt;Schiff;Zielhafen;Ankunft;Verkehrsart;Bezeichnung;Rundfahrt;Kapazität;Sicht+buchbar;Handkasse;Automat;Spezial;Urlaubsservice;Kurbeitragskontrolle;Banderole ;Ein-Aussteiger
10.08.2018;NS;07:30:00;SP4;SP;08:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
13.08.2018;NS;10:15:00;SP4;SP;10:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
14.08.2018;NS;11:00:00;SP4;SP;11:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
15.08.2018;NS;11:50:00;SP4;SP;12:30:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
16.08.2018;NS;06:15:00;SP4;SP;06:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
17.08.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
18.08.2018;NS;07:40:00;SP4;SP;08:20:00;1;Fahrplan 2018;0;1;0;0;0;;0;0;Banderole 1;0
19.08.2018;NS;08:20:00;SP4;SP;09:00:00;1;Fahrplan 2018;0;1;0;0;0;;0;0;Banderole 1;0
20.08.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
21.08.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
22.08.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
23.08.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
24.08.2018;NS;07:45:00;SP4;SP;08:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
25.08.2018;NS;08:30:00;SP4;SP;09:10:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
27.08.2018;NS;10:00:00;SP4;SP;10:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
28.08.2018;NS;10:10:00;SP4;SP;10:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
29.08.2018;NS;11:00:00;SP4;SP;11:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
30.08.2018;NS;11:10:00;SP4;SP;11:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
31.08.2018;NS;05:45:00;SP4;SP;06:25:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
01.09.2018;NS;06:15:00;SP4;SP;06:55:00;1;Fahrplan 2018;0;1;0;0;0;;0;0;Banderole 1;0
03.09.2018;NS;07:15:00;SP4;SP;07:55:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
04.09.2018;NS;06:00:00;SP4;SP;06:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
05.09.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
06.09.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
07.09.2018;NS;07:00:00;SP4;SP;07:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
08.09.2018;NS;06:45:00;SP4;SP;07:25:00;1;Fahrplan 2018;0;1;0;0;0;;0;0;Banderole 1;0
10.09.2018;NS;09:10:00;SP4;SP;09:50:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
11.09.2018;NS;10:00:00;SP4;SP;10:40:00;1;Fahrplan 2018;0;1;1;1;1;;1;0;Banderole 1;0
