date,10,20,is_open,holidays,gaestezahlen,arrival,departure,temperature,precipitation,cloud_cover,wind_speed,wind_direction
2023-06-19,1079.0,515.0,38.0,0.0,388800.0,21.0,20.0,48724.08,0.4,6846.0,820.6,25151.0
2023-06-26,900.0,497.0,35.0,120.0,394800.0,23.0,24.0,48985.71,17.22,9294.0,741.01,32007.0
2023-07-03,1226.0,654.0,45.0,168.0,441600.0,28.0,28.0,48737.11,21.6,11386.0,1185.99,42580.0
2023-07-10,1530.0,794.0,42.0,576.0,526800.0,31.0,29.0,48892.62,45.55,8042.0,1035.59,32531.0
2023-07-17,1947.0,1048.0,56.0,1416.0,597600.0,32.0,31.0,48995.5,26.56,10003.0,1080.98,36082.0
2023-07-24,2165.0,1302.0,61.0,1920.0,628800.0,29.0,30.0,48582.33,37.97,11669.0,923.7,42168.0
2023-07-31,2250.0,1195.0,58.0,2496.0,633600.0,33.0,30.0,48632.08,40.19,12479.0,954.17,40755.0
2023-08-07,2114.0,1164.0,59.0,2616.0,590400.0,29.0,29.0,48677.82,49.28,12260.0,1084.45,40438.0
2023-08-14,2102.0,1113.0,62.0,2520.0,598800.0,31.0,27.0,48818.56,24.009999999999998,9368.0,939.23,39415.0
2023-08-21,2004.0,1193.0,62.0,2040.0,612000.0,29.0,29.0,48973.78,2.58,9178.0,767.75,28774.0
2023-08-28,1683.0,1068.0,61.0,1344.0,572400.0,32.0,29.0,48806.48,38.74,10476.0,710.82,38631.0
2023-09-04,1457.0,906.0,60.0,624.0,516000.0,27.0,25.0,48570.65,19.62,10684.0,646.41,42180.0
2023-09-11,973.0,604.0,54.0,288.0,446400.0,22.0,22.0,49244.65,0.0,3437.0,646.23,25945.0
2023-09-18,982.0,625.0,60.0,0.0,360000.0,19.0,19.0,48780.83,22.49,12412.0,790.87,29884.0
2023-09-25,902.0,471.0,60.0,0.0,364800.0,20.0,20.0,48571.02,44.55,11832.0,1258.26,36544.0
